age,gender,height_cm,weight_kg,sit and bend forward_cm,sit-ups counts,broad jump_cm
33.0,0,168.7,62.4,20.3,44.0,228.0
50.0,1,167.6,61.5,19.2,34.0,159.0
21.0,1,158.2,58.6,17.7,17.0,155.0
26.0,0,177.2,77.2,15.9,39.0,223.0
60.0,0,168.1,60.1,16.4,32.0,222.0
27.0,1,160.9,64.4,27.9,38.0,167.0
24.0,0,186.2,82.5,5.0,52.0,206.0
24.0,1,170.4,63.4,21.0,41.0,157.0
57.0,1,151.4,58.9,6.8,28.0,148.0
33.0,1,171.0,57.9,23.8,39.0,155.0
27.0,1,163.4,55.2,9.8,11.0,136.0
25.0,0,170.8,64.1,18.6,47.0,244.0
27.0,1,158.4,51.0,13.1,39.0,148.0
30.0,1,164.1,50.9,16.3,28.0,102.0
23.0,1,160.6,58.3,20.9,39.0,175.0
60.0,0,165.9,76.8,7.1,29.0,192.0
49.0,1,149.9,61.6,19.2,8.0,148.0
38.0,0,166.7,67.3,19.7,62.0,215.0
48.0,0,180.9,98.08,-4.7,25.0,201.0
21.0,0,175.8,66.26,14.6,42.0,182.0
54.0,0,167.8,52.9,12.0,20.0,181.0
60.0,0,174.5,75.1,11.8,32.0,174.0
64.0,0,164.3,68.0,10.9,32.0,184.0
21.0,0,170.6,58.7,24.2,55.0,235.0
23.0,1,168.1,57.3,-7.2,29.0,126.0
47.0,0,177.1,77.9,16.1,40.0,207.0
35.0,1,158.9,52.4,18.5,49.0,175.0
38.0,0,166.9,67.0,15.9,47.0,226.0
60.0,0,168.7,73.2,9.1,30.0,181.0
64.0,0,167.8,64.2,18.6,28.0,180.0
49.0,0,166.7,65.7,18.3,52.0,204.0
21.0,1,165.8,61.6,10.3,29.0,151.0
36.0,0,176.0,67.5,2.6,44.0,197.0
36.0,0,178.1,74.7,8.4,37.0,217.0
47.0,0,162.5,69.9,11.2,30.0,153.0
58.0,1,155.7,70.6,19.9,25.0,151.0
24.0,1,158.5,51.5,17.6,50.0,153.0
42.0,0,173.4,69.2,19.9,47.0,233.0
47.0,0,171.9,73.2,14.7,50.0,193.0
53.0,1,160.0,71.8,11.3,15.0,50.0
39.0,0,170.4,92.3,16.7,32.0,212.0
54.0,0,171.6,56.6,1.7,33.0,203.0
35.0,0,168.6,59.0,20.6,53.0,238.0
24.0,0,173.0,65.3,24.2,58.0,254.0
21.0,1,162.1,52.7,21.6,59.0,167.0
45.0,1,156.8,51.9,18.4,34.0,128.0
63.0,0,176.5,72.66,13.2,19.0,121.0
21.0,0,169.8,74.8,-1.4,40.0,177.0
25.0,0,169.8,70.0,8.0,49.0,211.0
30.0,0,175.2,91.5,16.4,45.0,212.0
23.0,0,166.6,80.1,19.6,39.0,210.0
44.0,0,172.7,82.7,-11.0,30.0,215.0
61.0,0,166.8,62.7,12.1,38.0,188.0
61.0,1,154.6,50.56,18.7,10.0,103.0
54.0,0,174.1,64.3,6.6,27.0,172.0
46.0,1,162.3,61.2,22.5,38.0,163.0
30.0,0,187.8,81.3,16.4,54.0,243.0
42.0,0,172.9,64.0,10.4,43.0,234.0
25.0,1,155.1,48.1,28.7,28.0,158.0
28.0,0,171.4,68.3,12.3,52.0,228.0
25.0,0,171.1,78.9,14.2,47.0,217.0
27.0,0,174.2,75.6,18.4,57.0,240.0
60.0,0,170.2,65.4,15.9,33.0,192.0
22.0,0,181.3,64.8,13.2,51.0,256.0
33.0,1,161.2,51.2,27.3,45.0,174.0
57.0,1,159.2,68.6,20.6,0.0,133.0
42.0,0,184.9,85.9,-1.3,39.0,196.0
22.0,0,166.9,65.6,-12.4,46.0,230.0
28.0,1,157.3,53.8,21.1,41.0,165.0
56.0,1,158.3,51.1,6.8,12.0,120.0
59.0,0,178.9,83.6,8.6,42.0,180.0
22.0,0,181.1,84.3,7.9,47.0,201.0
30.0,1,156.2,52.8,27.2,43.0,162.0
62.0,0,172.0,69.1,5.2,22.0,188.0
21.0,1,161.8,53.6,12.6,11.0,167.0
53.0,0,179.4,80.68,14.0,33.0,178.0
43.0,0,168.0,68.4,21.6,34.0,225.0
63.0,1,158.4,76.4,28.5,10.0,105.0
33.0,0,173.0,64.66,2.1,60.0,197.0
27.0,0,175.4,64.3,14.9,71.0,236.0
22.0,1,159.5,55.3,22.0,41.0,173.0
29.0,0,174.6,79.2,-7.6,29.0,174.0
50.0,0,174.2,75.7,18.8,31.0,197.0
35.0,0,185.6,101.8,2.4,28.0,187.0
32.0,1,152.7,47.3,21.1,37.0,160.0
61.0,0,163.2,68.3,15.1,25.0,180.0
50.0,1,163.3,66.62,23.2,19.0,137.0
25.0,0,167.8,60.0,18.8,55.0,232.0
21.0,0,171.3,52.7,1.0,32.0,184.0
34.0,0,173.2,69.3,4.7,43.0,230.0
22.0,0,173.9,60.06,16.0,57.0,261.0
34.0,0,169.1,74.5,16.3,50.0,232.0
57.0,0,172.7,81.6,9.1,33.0,178.0
56.0,1,156.3,54.2,15.3,0.0,136.0
45.0,1,168.5,55.1,13.3,20.0,135.0
62.0,1,158.3,58.8,21.3,19.0,137.0
43.0,1,164.4,56.6,22.8,43.0,162.0
25.0,1,153.4,45.9,23.5,53.0,191.0
22.0,0,181.1,88.5,23.9,55.0,231.0
23.0,0,171.0,67.6,18.5,48.0,230.0
25.0,0,171.6,70.1,23.7,48.0,243.0
22.0,0,166.9,52.5,4.5,47.0,237.0
49.0,0,168.8,73.3,15.4,44.0,203.0
25.0,0,168.8,71.76,16.6,54.0,214.0
24.0,0,182.1,80.1,8.2,37.0,168.0
51.0,0,181.9,96.9,12.0,30.0,204.0
28.0,1,164.0,53.2,14.9,37.0,193.0
37.0,0,166.1,65.6,21.5,60.0,222.0
60.0,0,169.8,67.9,-7.0,25.0,125.0
36.0,0,172.7,81.8,12.0,60.0,187.0
30.0,0,184.0,87.0,17.5,52.0,252.0
40.0,0,167.0,80.4,19.7,39.0,221.0
41.0,1,158.0,50.5,30.3,56.0,182.0
28.0,0,177.7,83.2,16.7,59.0,226.0
21.0,1,157.0,56.1,15.2,39.0,162.0
24.0,1,166.2,55.2,2.9,28.0,123.0
32.0,0,177.0,72.6,14.7,41.0,237.0
30.0,0,173.0,74.12,5.9,45.0,200.0
22.0,1,161.4,58.6,23.3,51.0,180.0
21.0,0,173.0,83.4,-3.4,38.0,223.0
23.0,0,172.0,72.0,1.8,45.0,213.0
42.0,1,157.1,59.7,16.9,27.0,153.0
46.0,0,176.1,75.2,18.5,40.0,233.0
61.0,0,169.7,65.1,15.6,40.0,221.0
46.0,0,169.7,75.0,14.1,42.0,193.0
26.0,0,170.1,67.4,20.3,62.0,204.0
33.0,0,169.9,77.3,22.3,51.0,200.0
43.0,0,164.0,63.6,19.6,52.0,231.0
25.0,0,180.5,74.8,11.1,35.0,200.0
21.0,0,174.3,71.1,11.2,53.0,223.0
21.0,0,166.0,55.9,20.1,48.0,173.0
22.0,1,161.4,54.2,25.4,42.0,206.0
48.0,0,173.8,85.6,13.4,37.0,206.0
54.0,0,168.2,73.4,8.2,33.0,174.0
39.0,0,168.9,71.4,8.3,34.0,215.0
22.0,1,170.8,53.5,16.9,32.0,157.0
24.0,0,172.4,60.1,-2.4,48.0,186.0
51.0,0,173.0,75.7,-10.7,21.0,122.0
57.0,0,173.7,80.0,13.1,35.0,176.0
46.0,0,164.5,71.14,-1.9,37.0,177.0
64.0,0,176.1,81.1,14.0,29.0,169.0
35.0,0,178.3,102.9,7.6,46.0,202.0
28.0,1,158.0,51.9,30.9,70.0,191.0
33.0,1,162.6,55.8,12.9,52.0,193.0
39.0,0,180.1,73.8,9.5,37.0,198.0
27.0,0,168.7,67.68,17.6,61.0,209.0
57.0,0,168.6,75.6,14.4,37.0,211.0
44.0,1,162.2,60.3,31.2,38.0,188.0
39.0,0,170.7,71.0,21.0,58.0,203.0
23.0,0,178.6,83.9,16.6,43.0,243.0
55.0,1,156.0,58.1,12.7,21.0,158.0
29.0,0,173.7,87.5,12.5,47.0,240.0
47.0,1,168.7,54.9,24.8,42.0,190.0
24.0,0,176.5,82.3,28.3,50.0,240.0
31.0,0,178.3,80.8,20.4,54.0,201.0
38.0,1,159.8,69.5,17.3,30.0,161.0
35.0,0,180.6,78.0,-10.7,14.0,179.0
64.0,0,170.3,65.8,4.1,28.0,193.0
46.0,0,168.8,70.1,18.1,47.0,211.0
62.0,1,158.1,69.1,22.4,1.0,81.0
23.0,1,165.1,52.8,20.0,23.0,174.0
24.0,0,178.1,71.6,16.3,55.0,251.0
27.0,0,168.3,66.5,11.8,70.0,231.0
52.0,1,155.3,56.0,23.3,39.0,154.0
22.0,1,156.9,49.2,29.5,40.0,165.0
41.0,1,158.2,55.2,1.0,29.0,153.0
32.0,0,168.5,66.8,11.3,59.0,229.0
43.0,1,160.6,58.5,20.0,21.0,153.0
35.0,0,183.2,91.5,7.0,46.0,123.0
61.0,1,153.3,52.3,16.8,10.0,118.0
46.0,0,173.0,72.6,14.9,33.0,210.0
31.0,0,171.2,73.4,14.4,46.0,216.0
58.0,0,170.6,73.6,14.2,35.0,176.0
63.0,0,176.0,62.2,2.4,28.0,193.0
58.0,0,176.7,80.14,10.2,31.0,178.0
49.0,1,166.7,58.6,20.2,27.0,124.0
22.0,0,165.6,63.1,11.9,57.0,240.0
23.0,0,179.6,67.6,14.9,44.0,175.0
45.0,0,167.3,65.6,20.5,62.0,202.0
38.0,1,158.8,50.8,21.7,16.0,156.0
63.0,0,172.1,62.3,17.8,24.0,187.0
22.0,0,177.1,71.4,11.6,57.0,158.0
37.0,1,169.7,59.7,26.2,45.0,194.0
23.0,0,175.0,73.18,23.7,53.0,243.0
30.0,0,171.8,82.9,0.0,33.0,194.0
23.0,1,157.6,55.8,16.5,51.0,206.0
25.0,0,172.0,64.5,-5.6,46.0,193.0
52.0,0,169.1,70.5,10.9,27.0,204.0
54.0,0,171.1,68.58,11.8,48.0,196.0
61.0,0,166.0,66.4,3.1,22.0,174.0
61.0,0,159.4,56.3,4.8,26.0,169.0
27.0,0,178.2,82.1,16.5,55.0,229.0
27.0,0,174.3,86.6,10.6,46.0,231.0
62.0,1,152.0,55.6,12.9,13.0,131.0
30.0,1,163.1,63.3,13.0,42.0,121.0
27.0,1,157.8,76.7,10.6,12.0,129.0
27.0,0,168.6,81.5,18.3,67.0,226.0
43.0,0,170.0,69.3,19.0,30.0,205.0
35.0,1,162.8,54.5,17.5,35.0,117.0
38.0,0,178.0,85.0,13.0,54.0,199.0
38.0,0,180.4,82.8,21.0,48.0,222.0
55.0,0,163.6,71.68,19.0,35.0,211.0
24.0,1,168.8,59.8,25.9,35.0,194.0
21.0,1,169.3,58.8,18.9,46.0,182.0
27.0,0,166.8,71.9,19.6,59.0,240.0
59.0,0,166.3,77.1,14.5,15.0,162.0
21.0,0,177.2,64.2,20.9,46.0,195.0
45.0,0,173.6,71.4,27.3,46.0,248.0
23.0,1,170.2,68.0,20.0,37.0,181.0
25.0,0,168.6,65.6,12.9,60.0,202.0
25.0,0,175.2,72.4,23.2,54.0,245.0
24.0,0,167.9,58.8,1.0,38.0,225.0
36.0,0,176.3,73.2,21.1,43.0,213.0
45.0,1,153.8,56.88,11.8,25.0,131.0
26.0,1,161.9,53.9,26.0,40.0,173.0
21.0,0,181.4,85.4,22.1,65.0,237.0
39.0,0,179.1,86.1,21.1,50.0,224.0
64.0,1,154.4,49.5,15.6,21.0,155.0
51.0,1,157.6,52.0,11.8,15.0,155.0
36.0,1,161.4,72.0,14.5,11.0,154.0
43.0,0,168.0,60.7,16.6,55.0,222.0
35.0,0,174.3,65.9,18.0,50.0,180.0
25.0,0,173.5,88.5,-4.5,24.0,177.0
23.0,1,162.1,60.2,19.8,48.0,186.0
24.0,0,173.7,63.5,16.1,60.0,213.0
29.0,0,173.0,67.6,23.0,60.0,231.0
62.0,1,150.3,57.4,11.0,3.0,95.0
21.0,1,172.9,65.16,11.9,45.0,189.0
21.0,1,164.0,59.1,24.5,57.0,190.0
43.0,1,161.3,58.8,7.8,26.0,149.0
53.0,1,157.0,63.3,11.1,18.0,153.0
21.0,1,150.3,52.0,22.0,46.0,166.0
29.0,0,170.9,74.5,1.0,59.0,176.0
26.0,0,172.3,71.6,10.3,33.0,181.0
39.0,0,178.3,80.3,8.9,36.0,201.0
24.0,0,186.3,84.1,10.7,62.0,230.0
27.0,0,188.2,87.8,-5.2,37.0,237.0
62.0,0,164.3,65.9,12.7,45.0,198.0
59.0,1,155.3,48.7,17.6,0.0,107.0
41.0,1,157.7,73.5,10.1,8.0,106.0
45.0,0,176.0,98.5,8.9,40.0,190.0
40.0,1,168.5,58.4,25.7,41.0,217.0
22.0,0,175.1,77.6,-3.1,35.0,196.0
23.0,1,152.0,45.7,1.0,14.0,115.0
32.0,1,160.6,50.9,27.6,42.0,191.0
34.0,0,180.1,82.6,12.5,48.0,218.0
34.0,1,161.0,49.1,21.8,31.0,153.0
54.0,0,172.5,75.92,19.1,43.0,190.0
56.0,0,173.8,89.3,17.5,42.0,219.0
63.0,1,158.2,54.1,21.1,31.0,122.0
59.0,1,145.0,48.2,12.0,14.0,116.0
51.0,0,166.3,90.3,11.5,35.0,170.0
41.0,1,157.5,51.8,30.4,50.0,194.0
27.0,1,152.5,47.9,23.2,16.0,137.0
64.0,0,155.6,59.0,-0.5,41.0,171.0
51.0,1,165.3,58.1,29.8,25.0,170.0
22.0,1,163.3,48.7,-2.1,26.0,148.0
21.0,0,169.5,61.6,19.3,64.0,200.0
64.0,0,164.2,63.24,19.1,29.0,168.0
60.0,0,159.9,57.8,16.2,19.0,159.0
28.0,0,182.1,89.3,13.8,55.0,243.0
50.0,1,160.4,62.7,18.0,28.0,135.0
22.0,0,170.8,77.3,11.5,51.0,183.0
30.0,0,172.9,82.7,-7.5,28.0,203.0
22.0,1,162.9,76.1,29.0,40.0,207.0
54.0,0,174.1,71.2,13.4,40.0,203.0
47.0,0,176.5,77.0,19.4,47.0,213.0
26.0,0,176.1,89.0,4.5,39.0,206.0
22.0,1,161.9,63.5,12.8,25.0,144.0
23.0,0,173.0,70.1,11.0,53.0,247.0
22.0,0,166.6,59.1,15.6,65.0,245.1
30.0,1,161.9,67.9,25.1,39.0,222.0
34.0,0,174.3,57.8,5.0,23.0,162.0
30.0,0,175.8,80.0,8.5,68.0,246.0
21.0,1,160.2,56.86,29.1,44.0,189.0
30.0,0,176.3,64.7,19.9,54.0,226.0
45.0,1,160.9,80.9,-4.5,2.0,86.0
28.0,1,157.3,67.44,27.4,43.0,157.0
57.0,0,160.5,66.62,15.8,41.0,196.0
49.0,1,158.0,52.4,15.1,22.0,116.0
44.0,0,179.0,92.9,14.9,34.0,211.0
31.0,0,169.3,65.04,7.0,46.0,211.0
21.0,0,178.0,69.8,9.3,64.0,271.0
58.0,0,165.0,61.6,17.0,38.0,173.0
26.0,1,159.6,47.2,-6.0,8.0,142.0
58.0,1,155.9,50.9,29.1,17.0,90.0
49.0,0,170.0,66.2,20.0,39.0,156.0
26.0,1,161.7,48.1,14.8,29.0,158.0
23.0,1,156.7,58.1,18.6,43.0,166.0
21.0,0,170.1,66.5,18.7,61.0,237.0
25.0,0,184.8,86.6,19.6,62.0,262.0
34.0,0,175.6,89.5,16.5,42.0,206.0
26.0,0,175.3,71.2,23.2,60.0,236.0
22.0,0,176.0,68.78,10.9,55.0,258.0
23.0,0,178.3,87.2,7.4,37.0,220.0
62.0,1,151.5,45.9,24.3,27.0,134.0
64.0,1,157.4,55.1,14.6,11.0,113.0
26.0,1,156.7,56.3,22.9,28.0,130.0
60.0,0,162.1,66.3,15.9,38.0,158.0
59.0,1,152.3,54.7,28.2,20.0,155.0
24.0,0,178.6,67.6,19.6,55.0,212.0
22.0,0,173.2,69.0,11.7,62.0,217.0
55.0,0,166.7,70.3,12.7,30.0,186.0
55.0,0,170.6,59.9,17.6,43.0,198.0
26.0,0,183.6,91.6,14.7,39.0,209.0
64.0,0,171.4,75.0,12.8,33.0,180.0
22.0,0,169.3,72.3,13.4,65.0,240.0
37.0,0,166.7,71.6,11.6,34.0,206.0
32.0,0,183.9,87.6,10.4,36.0,201.0
21.0,1,161.5,57.04,22.6,50.0,187.0
52.0,1,150.3,49.1,19.5,16.0,130.0
21.0,0,176.8,70.5,19.85,68.0,238.0
26.0,1,156.2,43.8,14.4,24.0,130.0
55.0,0,173.7,67.3,-1.3,25.0,152.0
27.0,1,163.4,64.7,20.2,51.0,170.0
37.0,0,165.4,71.7,10.7,45.0,221.0
61.0,1,154.2,66.6,24.0,12.0,109.0
61.0,0,165.9,63.6,17.7,46.0,211.0
51.0,0,173.0,73.3,6.0,20.0,198.0
26.0,0,176.8,68.0,21.2,45.0,178.0
46.0,0,180.6,73.6,0.8,39.0,206.0
33.0,0,172.8,78.8,19.7,59.0,228.0
54.0,0,174.5,72.4,5.2,22.0,184.0
27.0,1,152.9,47.1,20.1,29.0,158.0
40.0,0,171.4,73.9,15.8,37.0,202.0
57.0,0,172.6,66.4,17.8,52.0,201.0
35.0,1,163.2,61.2,22.9,22.0,167.0
32.0,0,176.6,76.4,16.0,37.0,200.0
37.0,0,173.8,68.4,12.7,46.0,240.0
47.0,0,173.4,82.9,8.8,28.0,195.0
28.0,0,173.0,80.2,20.6,50.0,229.0
43.0,0,168.3,83.1,-5.1,22.0,183.0
61.0,0,168.6,78.3,14.9,27.0,161.0
25.0,1,159.4,55.8,19.9,54.0,181.0
29.0,0,169.3,76.8,21.2,40.0,212.0
29.0,0,178.4,84.32,18.5,60.0,225.0
50.0,1,162.4,55.7,20.3,36.0,167.0
23.0,1,166.5,57.0,22.7,43.0,187.0
24.0,1,160.7,49.4,13.0,26.0,100.0
22.0,1,165.5,53.7,12.0,34.0,183.0
32.0,0,171.5,68.1,18.1,50.0,232.0
50.0,0,170.2,77.1,15.8,45.0,188.0
58.0,0,172.9,82.5,3.2,15.0,170.0
26.0,0,166.1,66.5,17.5,55.0,210.0
44.0,1,157.5,54.9,16.1,47.0,167.0
64.0,1,154.4,48.2,8.8,30.0,160.0
22.0,0,171.4,70.0,8.9,47.0,212.0
25.0,1,155.0,54.4,22.7,42.0,171.0
60.0,0,164.0,54.8,15.6,20.0,159.0
40.0,0,175.9,81.7,14.3,46.0,180.0
57.0,1,167.9,58.8,22.9,34.0,164.0
54.0,1,160.5,54.4,16.6,11.0,144.0
61.0,0,163.9,59.4,12.5,19.0,157.0
23.0,1,159.5,55.9,20.0,24.0,156.0
26.0,1,157.9,60.2,24.9,34.0,178.0
62.0,0,169.0,70.7,4.0,43.0,131.0
36.0,0,175.5,82.9,7.6,48.0,186.0
27.0,0,176.1,91.8,-17.3,32.0,181.0
21.0,1,168.2,77.9,17.5,48.0,176.0
25.0,1,148.0,46.2,16.2,33.0,168.0
26.0,1,170.0,58.9,25.0,37.0,161.0
62.0,0,164.5,64.02,13.0,26.0,205.0
62.0,1,145.0,50.2,21.8,18.0,129.0
41.0,0,183.8,76.8,11.2,40.0,217.0
30.0,0,172.9,77.7,15.3,39.0,233.0
34.0,0,177.6,80.8,9.1,44.0,234.0
47.0,0,174.8,77.4,14.0,41.0,205.0
28.0,1,158.1,49.4,32.6,40.0,167.0
23.0,0,176.7,74.0,24.1,48.0,238.0
23.0,1,162.3,49.4,22.4,40.0,165.0
47.0,0,177.3,71.9,0.8,41.0,207.0
24.0,0,177.0,89.9,12.7,54.0,232.0
30.0,0,170.0,66.0,14.5,65.0,216.0
23.0,0,171.9,55.3,-19.9,42.0,221.0
54.0,0,177.2,73.0,12.7,32.0,183.0
28.0,0,163.4,85.9,11.3,28.0,175.0
49.0,0,166.3,97.42,-16.8,18.0,153.0
25.0,0,178.2,80.6,22.6,54.0,254.0
21.0,0,171.1,57.7,13.6,50.0,229.0
29.0,1,165.6,51.6,15.8,39.0,157.0
60.0,1,152.6,55.0,18.8,0.0,117.0
22.0,0,171.8,81.2,3.6,35.0,169.0
27.0,0,174.6,66.3,17.0,53.0,244.0
21.0,0,177.9,82.2,16.3,55.0,238.0
21.0,1,158.9,65.2,20.1,33.0,184.0
21.0,1,160.4,53.8,21.7,41.0,184.0
21.0,0,172.7,73.0,11.2,41.0,231.0
24.0,1,161.2,61.0,20.8,47.0,194.0
23.0,0,175.7,63.54,-4.3,43.0,233.0
37.0,0,173.3,68.2,21.7,59.0,219.0
55.0,0,177.5,79.8,6.3,24.0,168.0
22.0,0,181.3,86.8,14.9,67.0,242.0
39.0,0,172.3,75.9,-10.4,24.0,164.0
21.0,1,171.9,69.5,17.6,34.0,141.0
54.0,0,165.7,73.6,5.3,38.0,182.0
34.0,0,169.0,80.2,27.0,55.0,237.0
59.0,1,155.5,52.1,18.7,24.0,150.0
30.0,0,173.7,71.5,17.4,43.0,213.0
22.0,0,175.4,64.1,9.7,60.0,211.0
30.0,0,185.1,87.0,2.7,21.0,180.0
21.0,1,156.3,52.3,26.0,27.0,148.0
51.0,0,172.6,71.3,13.2,34.0,220.0
37.0,1,154.5,55.9,19.2,25.0,150.0
40.0,0,164.2,77.0,1.3,20.0,165.0
32.0,0,171.1,75.2,16.6,54.0,238.0
46.0,0,163.5,71.1,14.9,35.0,204.0
25.0,0,166.5,60.5,11.2,42.0,220.0
28.0,0,174.5,71.3,21.2,59.0,230.0
27.0,1,163.2,53.8,20.1,41.0,201.0
56.0,0,167.3,54.7,20.5,38.0,205.0
24.0,1,159.3,72.4,16.4,39.0,139.0
27.0,0,167.6,61.5,12.7,57.0,206.0
61.0,0,160.7,74.3,5.0,21.0,132.0
21.0,0,181.3,93.8,10.6,49.0,216.0
31.0,0,166.6,55.5,17.6,58.0,232.0
26.0,0,175.4,60.3,25.0,56.0,274.0
60.0,0,169.1,67.1,19.2,45.0,188.0
43.0,1,158.8,45.2,21.1,30.0,172.0
63.0,0,177.2,66.12,12.8,44.0,177.0
30.0,0,171.4,68.1,11.4,46.0,202.0
37.0,0,170.3,78.6,-7.5,0.0,152.0
46.0,1,167.0,57.0,6.5,27.0,171.0
33.0,1,160.8,64.9,18.4,41.0,176.0
41.0,1,150.0,58.3,14.3,27.0,164.0
23.0,0,169.4,60.3,18.0,61.0,285.0
53.0,0,167.3,72.96,17.6,47.0,208.0
31.0,0,169.6,66.46,9.9,58.0,219.0
32.0,1,163.7,48.9,13.8,37.0,155.0
24.0,1,166.4,60.4,14.1,41.0,165.0
60.0,0,165.4,64.3,12.2,43.0,181.0
29.0,0,176.7,78.7,17.3,56.0,246.0
26.0,0,170.3,72.8,17.2,58.0,266.0
61.0,1,153.2,62.2,3.0,0.0,58.0
29.0,0,169.0,73.5,18.8,41.0,204.0
63.0,0,166.6,75.5,6.7,17.0,140.0
52.0,0,174.8,86.0,21.2,40.0,195.0
25.0,0,165.6,62.0,20.4,51.0,209.0
32.0,1,164.4,57.3,24.6,30.0,159.0
25.0,0,176.5,74.2,2.3,53.0,176.0
63.0,0,167.5,71.0,30.3,31.0,161.0
59.0,0,169.1,57.2,7.5,40.0,197.0
26.0,0,172.5,78.9,7.8,59.0,185.0
32.0,0,182.3,81.3,8.3,46.0,218.0
30.0,0,184.7,91.0,-9.5,48.0,227.0
39.0,0,166.2,54.5,27.5,47.0,231.0
21.0,0,163.8,61.18,12.2,46.0,200.0
43.0,0,176.3,69.7,20.0,44.0,196.0
40.0,1,154.3,62.62,21.8,33.0,157.0
28.0,0,174.3,67.46,23.9,57.0,239.0
56.0,0,176.3,77.2,5.3,45.0,175.0
31.0,0,175.9,64.8,17.6,54.0,262.0
23.0,0,171.5,67.7,11.4,48.0,198.0
25.0,1,164.6,61.8,19.2,44.0,172.0
58.0,0,172.2,67.0,19.1,27.0,202.0
32.0,0,175.0,59.7,12.2,47.0,214.0
38.0,0,180.3,82.1,15.8,52.0,221.0
33.0,0,180.8,96.7,19.3,45.0,231.0
38.0,0,178.0,68.7,20.1,46.0,230.0
47.0,0,174.9,76.3,11.9,31.0,211.0
24.0,0,179.2,85.1,18.2,57.0,227.0
58.0,0,175.6,67.7,22.8,38.0,241.0
64.0,1,154.0,60.7,5.8,5.0,118.0
30.0,0,172.2,66.68,11.2,47.0,205.0
47.0,0,179.3,77.8,16.2,33.0,191.0
64.0,0,164.5,62.9,6.5,30.0,154.0
21.0,0,176.7,80.9,13.9,52.0,219.0
40.0,0,183.0,74.9,16.9,42.0,220.0
52.0,0,170.8,67.9,9.4,32.0,210.0
23.0,0,174.0,82.2,18.8,51.0,213.0
26.0,1,170.9,55.4,21.7,27.0,164.0
62.0,0,175.9,59.34,3.3,22.0,144.0
48.0,0,175.3,85.4,22.3,35.0,218.0
28.0,0,171.0,66.3,20.6,55.0,239.0
37.0,1,163.2,45.4,26.4,30.0,168.0
60.0,0,163.2,68.94,11.2,27.0,165.0
23.0,0,167.4,57.5,17.1,58.0,231.0
59.0,0,175.7,72.1,12.2,23.0,155.0
32.0,0,177.3,66.0,7.6,52.0,240.0
21.0,1,158.4,48.9,21.4,41.0,163.0
58.0,1,158.6,72.5,18.0,23.0,126.0
58.0,1,147.6,45.4,16.5,12.0,158.0
23.0,0,181.0,93.2,25.5,52.0,214.0
53.0,0,181.9,76.5,18.0,51.0,195.0
28.0,0,171.5,69.6,6.6,43.0,220.0
34.0,1,166.7,59.1,21.6,31.0,153.0
27.0,0,176.8,68.8,19.6,52.0,258.0
22.0,1,162.3,64.6,23.9,41.0,200.0
22.0,1,163.0,54.2,30.9,36.0,170.0
22.0,0,180.2,92.2,21.5,64.0,250.0
22.0,1,169.5,61.6,14.9,52.0,176.0
25.0,0,170.2,65.7,17.5,56.0,234.0
30.0,0,172.5,73.0,25.1,63.0,226.0
61.0,0,165.2,73.7,8.7,25.0,151.0
24.0,1,173.0,62.5,24.7,46.0,195.0
28.0,0,172.0,74.86,0.7,59.0,186.0
46.0,1,157.9,50.7,17.6,42.0,163.0
40.0,0,185.6,79.4,17.7,44.0,229.0
62.0,1,152.7,48.6,19.6,24.0,142.0
64.0,0,162.0,75.02,9.0,44.0,170.0
50.0,0,173.0,71.7,8.0,33.0,226.0
48.0,1,161.3,58.3,21.9,22.0,180.0
33.0,0,165.6,60.4,213.0,53.0,244.0
35.0,0,177.3,82.7,12.1,51.0,197.0
33.0,0,171.7,71.62,23.8,47.0,224.0
25.0,1,164.2,56.0,21.6,28.0,159.0
31.0,1,161.1,52.2,19.0,36.0,164.0
63.0,0,168.8,63.2,13.2,34.0,193.0
47.0,0,169.2,69.2,18.2,47.0,230.0
21.0,1,163.4,55.92,31.5,43.0,186.0
38.0,1,163.1,63.0,1.7,20.0,139.0
44.0,0,180.5,79.5,10.8,33.0,196.0
22.0,0,170.8,86.9,9.4,48.0,199.0
22.0,0,168.9,65.4,2.4,34.0,189.0
22.0,1,163.9,53.7,23.0,52.0,193.0
31.0,0,178.6,64.1,14.4,58.0,228.0
43.0,0,176.0,84.1,24.1,55.0,246.0
54.0,0,172.6,66.5,14.4,21.0,189.0
22.0,1,172.3,67.3,24.0,49.0,203.0
34.0,1,166.1,49.6,19.1,31.0,155.0
36.0,0,181.2,72.3,10.3,53.0,215.0
30.0,0,172.2,88.96,27.7,58.0,196.0
60.0,1,156.5,61.22,18.9,13.0,108.0
31.0,0,175.4,70.9,18.0,52.0,188.0
57.0,0,173.5,74.8,4.1,36.0,175.0
21.0,1,163.9,52.0,15.6,30.0,132.0
32.0,1,159.2,55.1,11.3,24.0,134.0
36.0,1,159.6,47.9,21.2,31.0,148.0
21.0,0,174.7,75.1,24.5,52.0,225.0
28.0,1,163.0,60.8,25.6,48.0,181.0
52.0,1,157.0,57.6,24.2,24.0,166.0
22.0,1,159.2,53.3,18.0,23.0,114.0
26.0,0,176.5,90.5,19.5,56.0,248.0
58.0,1,151.3,48.5,19.0,25.0,131.0
22.0,0,178.3,73.3,10.0,48.0,228.0
58.0,1,163.1,72.8,15.0,0.0,96.0
